city,city_ascii,state_id,state_name,county_fips,county_name
Dallas,Dallas,OR,Oregon,41053,Polk
Woodcrest,Woodcrest,CA,California,6065,Riverside
White Settlement,White Settlement,TX,Texas,48439,Tarrant
Five Forks,Five Forks,SC,South Carolina,45045,Greenville
Knightdale,Knightdale,NC,North Carolina,37183,Wake
Shenandoah,Shenandoah,PA,Pennsylvania,42107,Schuylkill
Ada,Ada,OK,Oklahoma,40123,Pontotoc
Crossville,Crossville,TN,Tennessee,47035,Cumberland
Beltsville,Beltsville,MD,Maryland,24033,Prince George's
Colonia,Colonia,NJ,New Jersey,34023,Middlesex
Moraga,Moraga,CA,California,6013,Contra Costa
Midway,Midway,FL,Florida,12113,Santa Rosa
Steubenville,Steubenville,OH,Ohio,39081,Jefferson
Tavares,Tavares,FL,Florida,12069,Lake
Belgrade,Belgrade,MT,Montana,30031,Gallatin
Takoma Park,Takoma Park,MD,Maryland,24031,Montgomery
Dover,Dover,NJ,New Jersey,34027,Morris
Lackawanna,Lackawanna,NY,New York,36029,Erie
Melville,Melville,NY,New York,36103,Suffolk
Wailuku,Wailuku,HI,Hawaii,15009,Maui
Buckhall,Buckhall,VA,Virginia,51153,Prince William
El Dorado,El Dorado,AR,Arkansas,5139,Union
Valle Vista,Valle Vista,CA,California,6065,Riverside
Cedar Mill,Cedar Mill,OR,Oregon,41067,Washington
Albert Lea,Albert Lea,MN,Minnesota,27047,Freeborn
Madison,Madison,NJ,New Jersey,34027,Morris
Maitland,Maitland,FL,Florida,12095,Orange
Gretna,Gretna,LA,Louisiana,22051,Jefferson
Greenfield,Greenfield,CA,California,6053,Monterey
Hinsdale,Hinsdale,IL,Illinois,17043,DuPage
Santa Fe Springs,Santa Fe Springs,CA,California,6037,Los Angeles
Franklin Park,Franklin Park,IL,Illinois,17031,Cook
Bethpage,Bethpage,NY,New York,36059,Nassau
East Massapequa,East Massapequa,NY,New York,36059,Nassau
Kirksville,Kirksville,MO,Missouri,29001,Adair
Nipomo,Nipomo,CA,California,6079,San Luis Obispo
Centerville,Centerville,UT,Utah,49011,Davis
Butner,Butner,NC,North Carolina,37077,Granville
Salem,Salem,OH,Ohio,39029,Columbiana
Tillmans Corner,Tillmans Corner,AL,Alabama,1097,Mobile
Upper Grand Lagoon,Upper Grand Lagoon,FL,Florida,12005,Bay
Anoka,Anoka,MN,Minnesota,27003,Anoka
Pinewood,Pinewood,FL,Florida,12086,Miami-Dade
Laurel,Laurel,VA,Virginia,51087,Henrico
Amesbury,Amesbury,MA,Massachusetts,25009,Essex
Marion,Marion,IL,Illinois,17199,Williamson
Tallmadge,Tallmadge,OH,Ohio,39153,Summit
Kingstowne,Kingstowne,VA,Virginia,51059,Fairfax
Nanuet,Nanuet,NY,New York,36087,Rockland
Dumont,Dumont,NJ,New Jersey,34003,Bergen
Maryland City,Maryland City,MD,Maryland,24003,Anne Arundel
Shorewood,Shorewood,IL,Illinois,17197,Will
Vero Beach,Vero Beach,FL,Florida,12061,Indian River
Clemson,Clemson,SC,South Carolina,45077,Pickens
Country Walk,Country Walk,FL,Florida,12086,Miami-Dade
Spanish Lake,Spanish Lake,MO,Missouri,29189,St. Louis
Lake Mary,Lake Mary,FL,Florida,12117,Seminole
Manassas Park,Manassas Park,VA,Virginia,51685,Manassas Park
Woodmere,Woodmere,NY,New York,36059,Nassau
Lakeport,Lakeport,CA,California,6033,Lake
Knik-Fairview,Knik-Fairview,AK,Alaska,2170,Matanuska-Susitna
Martinsburg,Martinsburg,WV,West Virginia,54003,Berkeley
Tinton Falls,Tinton Falls,NJ,New Jersey,34025,Monmouth
South Houston,South Houston,TX,Texas,48201,Harris
Jenison,Jenison,MI,Michigan,26139,Ottawa
Redland,Redland,MD,Maryland,24031,Montgomery
Burlington,Burlington,KY,Kentucky,21015,Boone
Godfrey,Godfrey,IL,Illinois,17119,Madison
Pendleton,Pendleton,OR,Oregon,41059,Umatilla
Taylor,Taylor,TX,Texas,48491,Williamson
Pecan Grove,Pecan Grove,TX,Texas,48157,Fort Bend
Nederland,Nederland,TX,Texas,48245,Jefferson
Colonial Heights,Colonial Heights,VA,Virginia,51570,Colonial Heights
Stafford,Stafford,TX,Texas,48157,Fort Bend
Willimantic,Willimantic,CT,Connecticut,9015,Windham
Ocean Acres,Ocean Acres,NJ,New Jersey,34029,Ocean
La Marque,La Marque,TX,Texas,48167,Galveston
Versailles,Versailles,KY,Kentucky,21239,Woodford
Morris,Morris,IL,Illinois,17063,Grundy
Lemont,Lemont,IL,Illinois,17031,Cook
Gainesville,Gainesville,VA,Virginia,51153,Prince William
Sayre,Sayre,PA,Pennsylvania,42015,Bradford
Portland,Portland,TX,Texas,48409,San Patricio
Lindenwold,Lindenwold,NJ,New Jersey,34007,Camden
Clive,Clive,IA,Iowa,19153,Polk
Oneonta,Oneonta,NY,New York,36077,Otsego
Shippensburg,Shippensburg,PA,Pennsylvania,42041,Cumberland
Pampa,Pampa,TX,Texas,48179,Gray
McKinleyville,McKinleyville,CA,California,6023,Humboldt
Ferndale,Ferndale,MD,Maryland,24003,Anne Arundel
South Ogden,South Ogden,UT,Utah,49057,Weber
Albemarle,Albemarle,NC,North Carolina,37167,Stanly
Coalinga,Coalinga,CA,California,6019,Fresno
North Canton,North Canton,OH,Ohio,39151,Stark
La Vista,La Vista,NE,Nebraska,31153,Sarpy
Ashwaubenon,Ashwaubenon,WI,Wisconsin,55009,Brown
Dickson,Dickson,TN,Tennessee,47043,Dickson
North Adams,North Adams,MA,Massachusetts,25003,Berkshire
Waxhaw,Waxhaw,NC,North Carolina,37179,Union
Massapequa Park,Massapequa Park,NY,New York,36059,Nassau
North Babylon,North Babylon,NY,New York,36103,Suffolk
Wahiawa,Wahiawa,HI,Hawaii,15003,Honolulu
Bastrop,Bastrop,TX,Texas,48021,Bastrop
Ammon,Ammon,ID,Idaho,16019,Bonneville
Yelm,Yelm,WA,Washington,53067,Thurston
Lansdale,Lansdale,PA,Pennsylvania,42091,Montgomery
Parole,Parole,MD,Maryland,24003,Anne Arundel
Hybla Valley,Hybla Valley,VA,Virginia,51059,Fairfax
Glenvar Heights,Glenvar Heights,FL,Florida,12086,Miami-Dade
Palos Hills,Palos Hills,IL,Illinois,17031,Cook
Brownsville,Brownsville,FL,Florida,12086,Miami-Dade
Camano,Camano,WA,Washington,53029,Island
Streator,Streator,IL,Illinois,17099,LaSalle
Buffalo,Buffalo,MN,Minnesota,27171,Wright
Lincoln,Lincoln,IL,Illinois,17107,Logan
Sylacauga,Sylacauga,AL,Alabama,1121,Talladega
Oconomowoc,Oconomowoc,WI,Wisconsin,55133,Waukesha
Fort Hunt,Fort Hunt,VA,Virginia,51059,Fairfax
Phoenixville,Phoenixville,PA,Pennsylvania,42029,Chester
East Cleveland,East Cleveland,OH,Ohio,39035,Cuyahoga
Mountain Home,Mountain Home,ID,Idaho,16039,Elmore
Americus,Americus,GA,Georgia,13261,Sumter
Republic,Republic,MO,Missouri,29077,Greene
Glassmanor,Glassmanor,MD,Maryland,24033,Prince George's
Lemay,Lemay,MO,Missouri,29189,St. Louis
Buda,Buda,TX,Texas,48209,Hays
Roosevelt,Roosevelt,NY,New York,36059,Nassau
Cutlerville,Cutlerville,MI,Michigan,26081,Kent
Calverton,Calverton,MD,Maryland,24031,Montgomery
Gainesville,Gainesville,TX,Texas,48097,Cooke
Southbridge,Southbridge,MA,Massachusetts,25027,Worcester
Myrtle Grove,Myrtle Grove,FL,Florida,12033,Escambia
Lake St. Louis,Lake St. Louis,MO,Missouri,29183,St. Charles
Seagoville,Seagoville,TX,Texas,48113,Dallas
Crescent City,Crescent City,CA,California,6015,Del Norte
Live Oak,Live Oak,CA,California,6087,Santa Cruz
Picayune,Picayune,MS,Mississippi,28109,Pearl River
Rosedale,Rosedale,CA,California,6029,Kern
North Myrtle Beach,North Myrtle Beach,SC,South Carolina,45051,Horry
Wayne,Wayne,MI,Michigan,26163,Wayne
Bemidji,Bemidji,MN,Minnesota,27007,Beltrami
Goodlettsville,Goodlettsville,TN,Tennessee,47037,Davidson
Ham Lake,Ham Lake,MN,Minnesota,27003,Anoka
Fairburn,Fairburn,GA,Georgia,13121,Fulton
Bristol,Bristol,VA,Virginia,51520,Bristol
Lake Wales,Lake Wales,FL,Florida,12105,Polk
Clayton,Clayton,MO,Missouri,29189,St. Louis
New Port Richey,New Port Richey,FL,Florida,12101,Pasco
Truckee,Truckee,CA,California,6057,Nevada
Lindsay,Lindsay,CA,California,6107,Tulare
North Decatur,North Decatur,GA,Georgia,13089,DeKalb
Cohoes,Cohoes,NY,New York,36001,Albany
McComb,McComb,MS,Mississippi,28113,Pike
Highland Village,Highland Village,TX,Texas,48121,Denton
Glenmont,Glenmont,MD,Maryland,24031,Montgomery
Bull Run,Bull Run,VA,Virginia,51153,Prince William
Athens,Athens,TN,Tennessee,47107,McMinn
Auburndale,Auburndale,FL,Florida,12105,Polk
El Segundo,El Segundo,CA,California,6037,Los Angeles
Mercedes,Mercedes,TX,Texas,48215,Hidalgo
Bostonia,Bostonia,CA,California,6073,San Diego
Artesia,Artesia,CA,California,6037,Los Angeles
Norcross,Norcross,GA,Georgia,13135,Gwinnett
Yauco,Yauco,PR,Puerto Rico,72153,Yauco
Batavia,Batavia,NY,New York,36037,Genesee
Morganton,Morganton,NC,North Carolina,37023,Burke
Harrisburg,Harrisburg,NC,North Carolina,37025,Cabarrus
Murraysville,Murraysville,NC,North Carolina,37129,New Hanover
Donaldsonville,Donaldsonville,LA,Louisiana,22005,Ascension
Solvang,Solvang,CA,California,6083,Santa Barbara
Los Osos,Los Osos,CA,California,6079,San Luis Obispo
Groveton,Groveton,VA,Virginia,51059,Fairfax
Washington,Washington,IL,Illinois,17179,Tazewell
Live Oak,Live Oak,TX,Texas,48029,Bexar
Lock Haven,Lock Haven,PA,Pennsylvania,42035,Clinton
Vienna,Vienna,VA,Virginia,51059,Fairfax
Country Club Hills,Country Club Hills,IL,Illinois,17031,Cook
Streetsboro,Streetsboro,OH,Ohio,39133,Portage
Jasper,Jasper,IN,Indiana,18037,Dubois
Eden,Eden,NC,North Carolina,37157,Rockingham
Pearl River,Pearl River,NY,New York,36087,Rockland
Douglas,Douglas,AZ,Arizona,4003,Cochise
Crowley,Crowley,TX,Texas,48439,Tarrant
Highland Springs,Highland Springs,VA,Virginia,51087,Henrico
Cinco Ranch,Cinco Ranch,TX,Texas,48157,Fort Bend
Wolf Trap,Wolf Trap,VA,Virginia,51059,Fairfax
Chickasha,Chickasha,OK,Oklahoma,40051,Grady
New Milford,New Milford,NJ,New Jersey,34003,Bergen
Kings Park,Kings Park,NY,New York,36103,Suffolk
Groveland,Groveland,FL,Florida,12069,Lake
Ojus,Ojus,FL,Florida,12086,Miami-Dade
East Riverdale,East Riverdale,MD,Maryland,24033,Prince George's
Mount Pleasant,Mount Pleasant,TX,Texas,48449,Titus
River Falls,River Falls,WI,Wisconsin,55093,Pierce
Four Corners,Four Corners,OR,Oregon,41047,Marion
Hernando,Hernando,MS,Mississippi,28033,DeSoto
Hillcrest Heights,Hillcrest Heights,MD,Maryland,24033,Prince George's
Ripon,Ripon,CA,California,6077,San Joaquin
Monroe,Monroe,GA,Georgia,13297,Walton
Adelphi,Adelphi,MD,Maryland,24033,Prince George's
Rio Linda,Rio Linda,CA,California,6067,Sacramento
Bluffdale,Bluffdale,UT,Utah,49035,Salt Lake
Storrs,Storrs,CT,Connecticut,9013,Tolland
Hazel Park,Hazel Park,MI,Michigan,26125,Oakland
Burley,Burley,ID,Idaho,16031,Cassia
Aurora,Aurora,OH,Ohio,39133,Portage
Donna,Donna,TX,Texas,48215,Hidalgo
Stanford,Stanford,CA,California,6085,Santa Clara
Red Wing,Red Wing,MN,Minnesota,27049,Goodhue
Fallon,Fallon,NV,Nevada,32001,Churchill
Fairview Heights,Fairview Heights,IL,Illinois,17163,St. Clair
Celina,Celina,TX,Texas,48085,Collin
Gun Barrel City,Gun Barrel City,TX,Texas,48213,Henderson
Morton,Morton,IL,Illinois,17179,Tazewell
Port Jervis,Port Jervis,NY,New York,36071,Orange
Red Hill,Red Hill,SC,South Carolina,45051,Horry
Kaukauna,Kaukauna,WI,Wisconsin,55087,Outagamie
Addison,Addison,TX,Texas,48113,Dallas
Fort Thomas,Fort Thomas,KY,Kentucky,21037,Campbell
Mebane,Mebane,NC,North Carolina,37001,Alamance
Mount Holly,Mount Holly,NC,North Carolina,37071,Gaston
Conyers,Conyers,GA,Georgia,13247,Rockdale
East San Gabriel,East San Gabriel,CA,California,6037,Los Angeles
Centerton,Centerton,AR,Arkansas,5007,Benton
Stuart,Stuart,FL,Florida,12085,Martin
Sikeston,Sikeston,MO,Missouri,29201,Scott
Sulphur Springs,Sulphur Springs,TX,Texas,48223,Hopkins
Vincent,Vincent,CA,California,6037,Los Angeles
Boulder City,Boulder City,NV,Nevada,32003,Clark
Centralia,Centralia,IL,Illinois,17121,Marion
Dixon,Dixon,IL,Illinois,17103,Lee
Troutdale,Troutdale,OR,Oregon,41051,Multnomah
Mount Clemens,Mount Clemens,MI,Michigan,26099,Macomb
Fairview Park,Fairview Park,OH,Ohio,39035,Cuyahoga
Discovery Bay,Discovery Bay,CA,California,6013,Contra Costa
Stallings,Stallings,NC,North Carolina,37179,Union
Cambridge,Cambridge,MN,Minnesota,27059,Isanti
Frankfort,Frankfort,IN,Indiana,18023,Clinton
Westchester,Westchester,IL,Illinois,17031,Cook
Center Point,Center Point,AL,Alabama,1073,Jefferson
Canyon,Canyon,TX,Texas,48381,Randall
West Haven,West Haven,UT,Utah,49057,Weber
Washougal,Washougal,WA,Washington,53011,Clark
Bridgeview,Bridgeview,IL,Illinois,17031,Cook
Troy,Troy,MO,Missouri,29113,Lincoln
Cherryland,Cherryland,CA,California,6001,Alameda
Lebanon,Lebanon,IN,Indiana,18011,Boone
Griffith,Griffith,IN,Indiana,18089,Lake
Villa Rica,Villa Rica,GA,Georgia,13045,Carroll
Alma,Alma,MI,Michigan,26057,Gratiot
Fort Leonard Wood,Fort Leonard Wood,MO,Missouri,29169,Pulaski
Long Beach,Long Beach,MS,Mississippi,28047,Harrison
Lady Lake,Lady Lake,FL,Florida,12069,Lake
Aberdeen,Aberdeen,MD,Maryland,24025,Harford
Welby,Welby,CO,Colorado,8001,Adams
Indianola,Indianola,IA,Iowa,19181,Warren
Washington,Washington,NC,North Carolina,37013,Beaufort
Phelan,Phelan,CA,California,6071,San Bernardino
Lakeway,Lakeway,TX,Texas,48453,Travis
Dyer,Dyer,IN,Indiana,18089,Lake
Archer Lodge,Archer Lodge,NC,North Carolina,37101,Johnston
Niceville,Niceville,FL,Florida,12091,Okaloosa
Clearlake,Clearlake,CA,California,6033,Lake
Fillmore,Fillmore,CA,California,6111,Ventura
Hood River,Hood River,OR,Oregon,41027,Hood River
Bellevue,Bellevue,WI,Wisconsin,55009,Brown
Spanish Springs,Spanish Springs,NV,Nevada,32031,Washoe
New Haven,New Haven,IN,Indiana,18003,Allen
New River,New River,AZ,Arizona,4013,Maricopa
Sayville,Sayville,NY,New York,36103,Suffolk
Millbrook,Millbrook,AL,Alabama,1051,Elmore
Walnut Park,Walnut Park,CA,California,6037,Los Angeles
Carthage,Carthage,MO,Missouri,29097,Jasper
Prospect Heights,Prospect Heights,IL,Illinois,17031,Cook
King City,King City,CA,California,6053,Monterey
Opa-locka,Opa-locka,FL,Florida,12086,Miami-Dade
Pataskala,Pataskala,OH,Ohio,39089,Licking
Sunset,Sunset,FL,Florida,12086,Miami-Dade
Grandville,Grandville,MI,Michigan,26081,Kent
Hibbing,Hibbing,MN,Minnesota,27137,St. Louis
Sarasota Springs,Sarasota Springs,FL,Florida,12115,Sarasota
Laguna Woods,Laguna Woods,CA,California,6059,Orange
Hope Mills,Hope Mills,NC,North Carolina,37051,Cumberland
Floral Park,Floral Park,NY,New York,36059,Nassau
Sierra Vista Southeast,Sierra Vista Southeast,AZ,Arizona,4003,Cochise
White Center,White Center,WA,Washington,53033,King
Wilmington Island,Wilmington Island,GA,Georgia,13051,Chatham
Easthampton,Easthampton,MA,Massachusetts,25015,Hampshire
Humble,Humble,TX,Texas,48201,Harris
Parkway,Parkway,CA,California,6067,Sacramento
Payson,Payson,AZ,Arizona,4007,Gila
Port Washington,Port Washington,NY,New York,36059,Nassau
Circleville,Circleville,OH,Ohio,39129,Pickaway
East Rancho Dominguez,East Rancho Dominguez,CA,California,6037,Los Angeles
Fullerton,Fullerton,PA,Pennsylvania,42077,Lehigh
Sterling,Sterling,CO,Colorado,8075,Logan
South River,South River,NJ,New Jersey,34023,Middlesex
Powder Springs,Powder Springs,GA,Georgia,13067,Cobb
Flowing Wells,Flowing Wells,AZ,Arizona,4019,Pima
Purcellville,Purcellville,VA,Virginia,51107,Loudoun
Greenwood Village,Greenwood Village,CO,Colorado,8005,Arapahoe
Eggertsville,Eggertsville,NY,New York,36029,Erie
Farmingville,Farmingville,NY,New York,36103,Suffolk
Andrews,Andrews,TX,Texas,48003,Andrews
Blytheville,Blytheville,AR,Arkansas,5093,Mississippi
Shively,Shively,KY,Kentucky,21111,Jefferson
North Arlington,North Arlington,NJ,New Jersey,34003,Bergen
Mitchell,Mitchell,SD,South Dakota,46035,Davison
McFarland,McFarland,CA,California,6029,Kern
Graham,Graham,NC,North Carolina,37001,Alamance
Palmetto Estates,Palmetto Estates,FL,Florida,12086,Miami-Dade
Tanque Verde,Tanque Verde,AZ,Arizona,4019,Pima
Elkton,Elkton,MD,Maryland,24015,Cecil
Parlier,Parlier,CA,California,6019,Fresno
Three Lakes,Three Lakes,FL,Florida,12086,Miami-Dade
Fate,Fate,TX,Texas,48397,Rockwall
Riverdale,Riverdale,GA,Georgia,13063,Clayton
Fort Mohave,Fort Mohave,AZ,Arizona,4015,Mohave
Chubbuck,Chubbuck,ID,Idaho,16005,Bannock
West University Place,West University Place,TX,Texas,48201,Harris
Newton,Newton,IA,Iowa,19099,Jasper
Miami,Miami,OK,Oklahoma,40115,Ottawa
McMinnville,McMinnville,TN,Tennessee,47177,Warren
Longwood,Longwood,FL,Florida,12117,Seminole
Overland,Overland,MO,Missouri,29189,St. Louis
Dunn,Dunn,NC,North Carolina,37085,Harnett
Houghton,Houghton,MI,Michigan,26061,Houghton
Ladson,Ladson,SC,South Carolina,45015,Berkeley
Blackfoot,Blackfoot,ID,Idaho,16011,Bingham
Buford,Buford,GA,Georgia,13135,Gwinnett
Lake Geneva,Lake Geneva,WI,Wisconsin,55127,Walworth
Harrison,Harrison,OH,Ohio,39061,Hamilton
La Grande,La Grande,OR,Oregon,41061,Union
East Highland Park,East Highland Park,VA,Virginia,51087,Henrico
Glen Allen,Glen Allen,VA,Virginia,51087,Henrico
Seven Oaks,Seven Oaks,SC,South Carolina,45063,Lexington
Groves,Groves,TX,Texas,48245,Jefferson
Mastic,Mastic,NY,New York,36103,Suffolk
Hermitage,Hermitage,PA,Pennsylvania,42085,Mercer
Cloverly,Cloverly,MD,Maryland,24031,Montgomery
Talladega,Talladega,AL,Alabama,1121,Talladega
Hartford,Hartford,WI,Wisconsin,55131,Washington
Holly Springs,Holly Springs,GA,Georgia,13057,Cherokee
Belvedere Park,Belvedere Park,GA,Georgia,13089,DeKalb
Hayden,Hayden,ID,Idaho,16055,Kootenai
Middleburg Heights,Middleburg Heights,OH,Ohio,39035,Cuyahoga
La Palma,La Palma,CA,California,6059,Orange
Mount Vernon,Mount Vernon,IL,Illinois,17081,Jefferson
Avocado Heights,Avocado Heights,CA,California,6037,Los Angeles
Pacific Grove,Pacific Grove,CA,California,6053,Monterey
Asbury Park,Asbury Park,NJ,New Jersey,34025,Monmouth
Pulaski,Pulaski,VA,Virginia,51155,Pulaski
Northview,Northview,MI,Michigan,26081,Kent
Bellmore,Bellmore,NY,New York,36059,Nassau
Berkley,Berkley,MI,Michigan,26125,Oakland
Washington,Washington,NJ,New Jersey,34041,Warren
Westbury,Westbury,NY,New York,36059,Nassau
Grosse Pointe Woods,Grosse Pointe Woods,MI,Michigan,26163,Wayne
Hueytown,Hueytown,AL,Alabama,1073,Jefferson
La Grange,La Grange,IL,Illinois,17031,Cook
Aldine,Aldine,TX,Texas,48201,Harris
Bradley,Bradley,IL,Illinois,17091,Kankakee
Southchase,Southchase,FL,Florida,12095,Orange
Wilkinsburg,Wilkinsburg,PA,Pennsylvania,42003,Allegheny
Kerman,Kerman,CA,California,6019,Fresno
Hugo,Hugo,MN,Minnesota,27163,Washington
Fords,Fords,NJ,New Jersey,34023,Middlesex
Damascus,Damascus,MD,Maryland,24031,Montgomery
South Farmingdale,South Farmingdale,NY,New York,36059,Nassau
Mineral Wells,Mineral Wells,TX,Texas,48363,Palo Pinto
Bay Village,Bay Village,OH,Ohio,39035,Cuyahoga
Candelaria,Candelaria,PR,Puerto Rico,72137,Toa Baja
Elk Plain,Elk Plain,WA,Washington,53053,Pierce
Weston,Weston,WI,Wisconsin,55073,Marathon
Hereford,Hereford,TX,Texas,48117,Deaf Smith
Galion,Galion,OH,Ohio,39033,Crawford
College Park,College Park,GA,Georgia,13121,Fulton
Dentsville,Dentsville,SC,South Carolina,45079,Richland
Grovetown,Grovetown,GA,Georgia,13073,Columbia
Pleasanton,Pleasanton,TX,Texas,48013,Atascosa
Great Bend,Great Bend,KS,Kansas,20009,Barton
Gantt,Gantt,SC,South Carolina,45045,Greenville
Rossville,Rossville,MD,Maryland,24005,Baltimore
Englewood,Englewood,FL,Florida,12115,Sarasota
West Park,West Park,FL,Florida,12011,Broward
Jamestown,Jamestown,ND,North Dakota,38093,Stutsman
North New Hyde Park,North New Hyde Park,NY,New York,36059,Nassau
West Richland,West Richland,WA,Washington,53005,Benton
Park City,Park City,UT,Utah,49043,Summit
Oldsmar,Oldsmar,FL,Florida,12103,Pinellas
Washington Court House,Washington Court House,OH,Ohio,39047,Fayette
Coto de Caza,Coto de Caza,CA,California,6059,Orange
Seaford,Seaford,NY,New York,36059,Nassau
Kenmore,Kenmore,NY,New York,36029,Erie
Depew,Depew,NY,New York,36029,Erie
Susanville,Susanville,CA,California,6035,Lassen
Vandalia,Vandalia,OH,Ohio,39113,Montgomery
Willow Grove,Willow Grove,PA,Pennsylvania,42091,Montgomery
Ocean Pointe,Ocean Pointe,HI,Hawaii,15003,Honolulu
Fort Carson,Fort Carson,CO,Colorado,8041,El Paso
Beech Grove,Beech Grove,IN,Indiana,18097,Marion
Hewitt,Hewitt,TX,Texas,48309,McLennan
Newport,Newport,KY,Kentucky,21037,Campbell
Tehachapi,Tehachapi,CA,California,6029,Kern
Astoria,Astoria,OR,Oregon,41007,Clatsop
Alamo,Alamo,CA,California,6013,Contra Costa
Taft,Taft,CA,California,6029,Kern
Ferndale,Ferndale,WA,Washington,53073,Whatcom
Livingston,Livingston,CA,California,6047,Merced
Whitewater,Whitewater,WI,Wisconsin,55127,Walworth
Clarksdale,Clarksdale,MS,Mississippi,28027,Coahoma
West Lealman,West Lealman,FL,Florida,12103,Pinellas
Franklin Park,Franklin Park,PA,Pennsylvania,42003,Allegheny
Ramsey,Ramsey,NJ,New Jersey,34003,Bergen
New Freedom,New Freedom,PA,Pennsylvania,42133,York
Alpine,Alpine,CA,California,6073,San Diego
Great Falls,Great Falls,VA,Virginia,51059,Fairfax
Yankton,Yankton,SD,South Dakota,46135,Yankton
London,London,OH,Ohio,39097,Madison
New Cassel,New Cassel,NY,New York,36059,Nassau
Salem Lakes,Salem Lakes,WI,Wisconsin,55059,Kenosha
Brooklyn Park,Brooklyn Park,MD,Maryland,24003,Anne Arundel
Hampton Bays,Hampton Bays,NY,New York,36103,Suffolk
Jackson,Jackson,MO,Missouri,29031,Cape Girardeau
Yazoo City,Yazoo City,MS,Mississippi,28163,Yazoo
Mount Washington,Mount Washington,KY,Kentucky,21029,Bullitt
Jacksonville,Jacksonville,TX,Texas,48073,Cherokee
California,California,MD,Maryland,24037,St. Mary's
Grimes,Grimes,IA,Iowa,19153,Polk
Bellair-Meadowbrook Terrace,Bellair-Meadowbrook Terrace,FL,Florida,12019,Clay
Lamont,Lamont,CA,California,6029,Kern
Lebanon,Lebanon,MO,Missouri,29105,Laclede
Hot Springs Village,Hot Springs Village,AR,Arkansas,5125,Saline
St. Simons,St. Simons,GA,Georgia,13127,Glynn
Campbellsville,Campbellsville,KY,Kentucky,21217,Taylor
Bedford,Bedford,IN,Indiana,18093,Lawrence
Nocatee,Nocatee,FL,Florida,12109,St. Johns
Tonawanda,Tonawanda,NY,New York,36029,Erie
Cambridge,Cambridge,OH,Ohio,39059,Guernsey
Lemon Hill,Lemon Hill,CA,California,6067,Sacramento
